edge_id,benchmark_id,harm_id,ev_id,Bench: Title,Harm: Category ,Harm: Subcategory,Harm: Domain,Harm: Subdomain,strength,basis,confidence,annotator,version,notes
bmh213,B158.01.01,6.03.01,65.16.01,Scalable Extraction of Training Data from (Production) Language Models,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Scalable extraction (incl. aligned models) directly measures recoverable memorized training data.
bmh214,B159.01.01,6.03.01,65.16.01,Extracting memorized pieces of (copyrighted) books from open-weight language models,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Book-level memorization measurement across 200 books/14 models - direct measure.
bmh215,B160.01.01,6.03.01,65.16.01,RECAP: Reproducing Copyrighted Data from LLMs Training with an Agentic Pipeline,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,RECAP elicits/verifies memorized copyrighted text via an agentic pipeline (ROUGE-L) - strong measure with jailbreak component.
bmh216,B161.01.01,6.03.01,65.16.01,Emergent and Predictable Memorization in Large Language Models,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Measures and forecasts verbatim memorization across the Pythia suite.
bmh217,B162.01.01,6.03.01,65.16.01,The (ab)use of Open Source Code to Train Large Language Models,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Measures verbatim emission of licensed source code - copyright/license-specific regurgitation.
bmh218,B163.01.01,6.03.02,57.02.01,SHIELD: Evaluation and Defense Strategies for Copyright Compliance in LLM Text Generation,Nonphysical Hazards ,Intellectual Property ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,SHIELD directly evaluates copyright-compliance (refusal vs generation) and robustness to bypass attacks.
bmh219,B164.01.01,6.03.02,57.02.01,Do LLMs Know to Respect Copyright Notice?,Nonphysical Hazards ,Intellectual Property ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Tests whether models respect copyright notices in user input rather than producing infringing output.
bmh220,B165.01.01,6.03.02,57.02.01,Nine Ways to Break Copyright Law and Why Our LLM Won't: A Fair Use Aligned Generation Framework (FairUseDB),Nonphysical Hazards ,Intellectual Property ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,FairUseDB evaluates infringement risk vs utility across nine infringement scenarios.
bmh221,B166.01.01,6.03.02,57.02.01,Measuring Copyright Risks of Large Language Model via Partial Information Probing,Nonphysical Hazards ,Intellectual Property ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Partial-information probing measures propensity to complete into infringing content.
bmh222,B167.01.01,6.03.02,57.02.01,LLMs and Memorization: On Quality and Specificity of Copyright Compliance,Nonphysical Hazards ,Intellectual Property ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Quantifies potential infringements and refusal specificity for instruction-tuned models.
bmh223,B155.01.01,6.03.02,57.02.01,CopyBench: Measuring Literal and Non-Literal Reproduction of Copyright-Protected Text in Language Model Generation,Nonphysical Hazards ,Intellectual Property ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Cross-link: CopyBench also indicates infringement propensity (non-literal copying). Primary harm 6.03.01.
bmh224,B163.01.01,6.03.01,65.16.01,SHIELD: Evaluation and Defense Strategies for Copyright Compliance in LLM Text Generation,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Cross-link: SHIELD also measures volume of copyrighted-text regurgitation. Primary harm 6.03.02.
bmh225,B168.01.01,6.03.03,65.23.01,Generative Monoculture in Large Language Models,Non-technical risks (Societal impact),Impact on cultural diversity ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Generative monoculture directly measures narrowing of output diversity.
bmh226,B169.01.01,6.03.03,65.23.01,NoveltyBench: Evaluating Language Models for Humanlike Diversity,Non-technical risks (Societal impact),Impact on cultural diversity ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,NoveltyBench measures distinct-output diversity vs human writers.
bmh227,B170.01.01,6.03.03,65.23.01,Benchmarking Linguistic Diversity of Large Language Models,Non-technical risks (Societal impact),Impact on cultural diversity ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Benchmarks lexical/syntactic/semantic diversity against human richness.
bmh228,B171.01.01,6.03.03,65.23.01,Epistemic Diversity and Knowledge Collapse in Large Language Models,Non-technical risks (Societal impact),Impact on cultural diversity ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Epistemic-diversity / knowledge-collapse measure of claim homogenization vs web baseline.
bmh229,B172.01.01,6.03.03,65.23.01,Does Writing with Language Models Reduce Content Diversity?,Non-technical risks (Societal impact),Impact on cultural diversity ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Measures co-writing-induced reduction in content diversity across authors.
bmh230,B173.01.01,6.03.03,65.23.01,The Curious Decline of Linguistic Diversity: Training Language Models on Synthetic Text,Non-technical risks (Societal impact),Impact on cultural diversity ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Recursive diversity collapse on synthetic text - homogenization over generations.
bmh231,B174.01.01,6.03.03,65.23.01,Task-Dependent Evaluation of LLM Output Homogenization: A Taxonomy-Guided Framework,Non-technical risks (Societal impact),Impact on cultural diversity ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Task-dependent functional-diversity framework for measuring homogenization.
bmh232,B175.01.01,6.03.04,58.07.10,Art or Artifice? Large Language Models and the False Promise of Creativity (TTCW),Societal and Cultural ,Loss of creativity/critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,TTCW directly compares LLM vs professional creative-writing quality (originality etc.).
bmh233,B176.01.01,6.03.04,58.07.10,CS4: Measuring the Creativity of LLMs by Controlling the Number of Story-Writing Constraints,Societal and Cultural ,Loss of creativity/critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,CS4 measures genuine creativity under constraints (controls for memorized retelling).
bmh234,B177.01.01,6.03.04,58.07.10,Divergent creativity in humans and large language models,Societal and Cultural ,Loss of creativity/critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Divergent-creativity benchmark vs 100k humans - originality/semantic divergence.
bmh235,B178.01.01,6.03.04,58.07.10,Evaluating Creative Short Story Generation in Humans and Large Language Models,Societal and Cultural ,Loss of creativity/critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Human-vs-LLM story evaluation on novelty/surprise/diversity - direct creativity comparison.
bmh236,B179.01.01,6.03.04,58.07.10,A Confederacy of Models: a Comprehensive Evaluation of LLMs on Creative Writing,Societal and Cultural ,Loss of creativity/critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Human-judged creative-writing originality/humour/style vs human writers.
bmh237,B180.01.01,6.03.04,58.07.10,LitBench: A Benchmark and Dataset for Reliable Evaluation of Creative Writing,Societal and Cultural ,Loss of creativity/critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,LitBench provides human-validated creative-writing quality preference measurement.
bmh238,B173.01.01,6.03.04,58.07.10,The Curious Decline of Linguistic Diversity: Training Language Models on Synthetic Text,Societal and Cultural ,Loss of creativity/critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Cross-link: recursive diversity decline harms creative tasks most. Primary harm 6.03.03.
bmh239,B172.01.01,6.03.04,58.07.10,Does Writing with Language Models Reduce Content Diversity?,Societal and Cultural ,Loss of creativity/critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,weak-proxy,face-validity-only,uncertain,claude,1,"Cross-link: co-writing reduces content diversity, bearing on creativity devaluation. Primary 6.03.03."
bmh240,B181.01.01,6.03.05,33.02.04,MAGE: Machine-generated Text Detection in the Wild,Technology concerns,Authenticity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,MAGE measures detectability/indistinguishability of machine vs human text in the wild.
bmh241,B182.01.01,6.03.05,33.02.04,RAID: A Shared Benchmark for Robust Evaluation of Machine-Generated Text Detectors,Technology concerns,Authenticity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,RAID robustly measures AI-text detectability under attacks (authenticity verification).
bmh242,B183.01.01,6.03.05,33.02.04,M4GT-Bench: Evaluation Benchmark for Black-Box Machine-Generated Text Detection,Technology concerns,Authenticity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,M4GT-Bench measures multilingual detection and model attribution (provenance).
bmh243,B184.01.01,6.03.05,33.02.04,MGTBench: Benchmarking Machine-Generated Text Detection,Technology concerns,Authenticity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,MGTBench measures detectability and attribution against powerful LLMs.
bmh244,B185.01.01,6.03.05,33.02.04,DetectAnyLLM / MIRAGE: Generalizable and Robust Detection of Machine-Generated Text,Technology concerns,Authenticity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,MIRAGE/DetectAnyLLM measures cross-domain/model detection generalizability.
bmh245,B186.01.01,6.03.05,33.02.04,Do humans identify AI-generated text better than machines? Evidence from German theses,Technology concerns,Authenticity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Measures human (and detector) (in)ability to identify AI text - direct authenticity-distinguishability evidence.
bmh246,B187.01.01,6.03.06,47.04.04,GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models,"Environmental, economical, and societal challenges ",Impact on labor markets (rising inequalities) ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,GPTs-are-GPTs directly scores occupational task-exposure to LLM automation.
bmh247,B188.01.01,6.03.06,47.04.04,How will Language Modelers like ChatGPT Affect Occupations and Industries? (AIOE),"Environmental, economical, and societal challenges ",Impact on labor markets (rising inequalities) ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,AIOE scores occupational/industry exposure to language-modeling advances.
bmh248,B189.01.01,6.03.06,47.04.04,"Bounded by Risk, Not Capability: Quantifying AI Occupational Substitution Rates via a Tech-Risk Dual-Factor Model","Environmental, economical, and societal challenges ",Impact on labor markets (rising inequalities) ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Tech-Risk OAI quantifies risk-bounded occupational automation via multi-agent LLM scoring.
